slug,business_name,phone,address,has_website,contacted,status,notes,date_added,date_contacted
hajis,Hajis Famous Deli,(646) 684-3003,1129 Amsterdam Ave New York NY 10025,no,yes,prototype_built,First client - prototype site built,2026-04-06,2026-04-06
